Date,AdaniPorts,Ambuja,Apollo,AxisBank,Bajaj,BoB,Bata,BlueStar,Camlin,Castrol,Cipla,Deccan Gold,GreavesCotton,Fortis,Glenmark,GodfreyPhillips,Godrej,HCLTech,HDFCbank,Hindalco,HindustanPetrol,Imagica,Infosys,IRCTC,ITC,Kajaria,Kalyan,Linc,Lux,Max,AndhraPaper,Nerolac,ONGC,Panasonic,Patanjali,Timex,Raymond,Reliance,Siemens,SBI,SteelAuth,sunPharma,TataComm,TataSteel,Titan,Ultramarine,Wipro,Wonderla,YesBank,Nilkamal
20-Jun-22,668.95,356.4,175.25,635,937.7,95.2,1944.4,931.95,52.9,103.1,915.6,23,141.9,228.35,362,1096.05,424.8,959.25,1295.25,333,211.5,13.55,1389,588.7,262.2,941.3,58.55,244.95,1781.15,359,280,380,138.1,231,984,62.45,884,2607,2325,442.5,68.95,800.2,883.8,907.85,1944.4,309,409.6,217.15,12.48,1723.5
17-Jun-22,679.9,359.3,174.9,634,900,96.15,2055,929.75,53.55,103.4,926.4,20.8,137.5,227.05,360.15,1098,432.5,955,1275,333,209.2,13.75,1394.95,597.05,258.05,927.1,57,251.65,1751.45,349.65,295.6,385.8,142,234.95,985,62.5,900,2532,2336.65,440,67.25,809,874.85,901.4,2055,302.15,420,207.3,12.57,1769.05
16-Jun-22,713,362.5,183.8,658,950,101.7,2129,975.7,56.55,103.75,970,23.65,145.3,235.55,388,1194.5,448.25,1002.15,1314,361,216.7,14.1,1440,631,266.4,945.1,59.9,266.35,1797.75,354.15,317.95,401.45,150,258,1060.5,65.9,938,2622,2401.3,454.5,71.65,822.9,892,970,2129,322.9,446.8,222.1,12.87,1835.1
15-Jun-22,715.9,357.65,190.4,652,954.15,100.6,2140,935.65,55.55,102.65,967.4,23.5,143,229,387,1150.55,458,1004,1301,360.15,216.5,14.8,1440,623.55,266,961.6,58,265.55,1781.55,353.45,307.95,397.75,156,243.05,1041,68.25,885,2610,2440,449.5,72.2,823.1,922,954,2140,307.2,449.1,223.7,12.79,1812.25
14-Jun-22,693.25,361.2,190,644,969,99.5,2085,930,54.05,102.1,960,23,141.15,236.9,371,1143.55,452.85,988,1310,364,226.05,13.61,1407.05,623.3,264.25,936,59,263.95,1787.95,352.2,308,387,159.5,235,1021,66.65,900,2653,2387.95,445,70.5,821,920,989,2085,294.4,440.8,228,12.77,1900
13-Jun-22,710,364,196.1,642,961.1,102.8,2125,950,58.05,104.85,963,23.9,148.9,244.75,380.5,1163.25,469.9,1000,1320,378.8,230.75,14.5,1444,631.1,266.2,940,60.2,270.05,1880,355,317.6,393.25,161,248,1051.3,70.9,933.4,2653.8,2363,456.5,72,835,930,1008,2125,301.05,450.5,243,12.87,1886.25
10-Jun-22,729.95,362.25,206.5,658,980,103.2,2120,962.95,58.05,105.55,963.15,24,150.3,244.7,390,1190.95,476.8,1020.8,1365,392,237.9,14.1,1485,640,269.3,974.6,61.2,264.6,1888.15,360,328.1,404,163.55,244,1076.85,70.5,984.2,2774.35,2346.35,465,74.35,854,938.4,1032,2120,300,468.65,249.95,13.16,1918.2
09-Jun-22,726,362,213.8,655,984,103.2,2120,959,59,106.25,967.7,23.8,153.4,241.7,392.35,1197.1,471,1022.2,1359.05,401.5,233,15.29,1487.8,644,267.45,945.7,59.5,272.85,1900,356.35,333.05,400.55,166.3,253.35,1078.35,72,985,2709,2345.55,469.7,75.7,841,919.9,1079.55,2120,311,468.5,242,13.2,1890.05
08-Jun-22,735.95,364.8,214,670,952.05,102.5,2129.2,963,59.5,107.6,968.1,24,151.9,241.15,381,1222.1,470.1,1029.8,1367.5,401.3,231.05,15.65,1523,656.95,274.3,992,60.9,274.45,1945.5,365.65,335,410,163,248,1084.9,73.9,1054.9,2775.2,2359.65,467.4,75.3,844.15,934.9,1074,2129.2,316.6,471.4,232.9,13.09,1927.5
07-Jun-22,742,362.25,214.15,670.9,963.05,101.65,2175,976.2,59.85,108.3,966,25.35,157.2,239.85,390,1185.4,484.95,1035,1364.4,408,227,14.89,1518,658,273.4,992.05,60.9,263.85,1955.65,367.9,342.6,411.05,154.35,249.95,1069.9,72.8,1082.5,2764,2346,462,75.2,855,941.85,1070,2175,308.35,470.7,228.35,13.15,1904.75
06-Jun-22,740,367.3,218.2,676.5,991.65,102,2220,1003.75,63,107,954.05,23.55,166.8,241,388.95,1194.05,480.05,1035,1374.05,400,233,15,1521,663.25,271.25,1024,61.8,261.95,1988.1,373,342,421,153,251,1094,70,1090,2780.6,2337.55,464.3,75.4,859.8,950,1062.3,2220,309.9,472.5,229.65,13.16,1916.05
03-Jun-22,759,373,224.85,695,1013.35,104.8,2240,1006.55,61.05,109.2,977.7,24.2,166.9,246.5,392,1213,486,1054,1395,412,233.5,14.29,1524.9,683,274.95,1023.9,62,259.65,2006.35,387.5,346,417,153.15,255.75,1114.8,71.9,1280,2746.95,2390.45,473.6,77.05,860.15,983.9,1089.2,2240,316.9,479.4,240,13.45,2017.65
02-Jun-22,736.8,371.7,220,683,996.45,102,2190,1019.5,60.25,106.8,989.9,24.5,179,243,390.65,1134,473,1018,1388,408,231.05,14.4,1485.55,686,271.8,1053.1,61,260.05,2002.05,371.9,328.55,404,148.75,248,1055,64.9,1064,2645,2416.85,468.1,76.55,842.9,971.45,1068,2190,317.9,472,233.7,13.41,1975.05
01-Jun-22,743.9,368,220.9,683,1018.8,100.95,2246.2,1032.35,60.3,108.85,991,24.45,154.55,239,397.7,1159.3,477.85,1049,1383.85,420,229,14.55,1505.15,690.2,272,1033,61.9,265.55,2009,383.75,329.85,406.45,151.7,252.5,1092.85,65,985,2632.35,2448,467.8,76.7,878.8,994.85,1061.05,2246.2,319.8,478.3,245.7,13.15,1958
31-May-22,733,374.4,220,690,969.9,101.05,2266,1005.45,60.75,109,990,24,151.3,246.45,409.25,1200,489,1050,1397,415,232.7,13.85,1513,705.9,268.4,1062.5,60.55,263.2,2100.05,375.55,340.8,411,145.95,255,1100,64.95,951,2646,2425.7,473.95,74.9,860.2,1014,1044.9,2266,316,476.5,227.55,13.4,1931.75
30-May-22,712.7,367.25,216.25,695,987,99.9,2173.5,1010.05,60.95,108.1,966.3,24.95,152,239.8,389.5,1236.95,481.1,1019,1408.2,412.55,230,14.5,1490.1,665,270,1064.9,57.6,266.05,2076.15,383.9,335.75,411,145.9,264,1134,64.2,936,2619.8,2380,473.8,74.9,903.6,977.15,1060,2173.5,326,473.75,217.15,13.43,1910
27-May-22,715,365.25,216,686,991.95,99.05,2153.3,999,59,108,970.7,23.9,151.35,237.65,393.15,1244,445,988,1374,422.8,235.5,13.66,1450,649.8,270,1036.9,58.5,263,2059,367.5,334.7,407,155.4,265.95,1105,66.6,895,2596.95,2365,471.95,74.65,899,965,1063.8,2153.3,335.85,459,213,13.5,1907.1
26-May-22,715,362,213,673,985.9,94.9,2135,982.35,58.9,106.3,971.5,23,146.05,240,385.65,1172.3,432.65,975,1335,406.8,236.5,13.49,1410,645.5,268.3,1004,59,258.4,2032.6,360,330,409.3,153,267.05,1041,65,870,2618,2354.35,457.4,72.2,919,939,1007,2135,326.8,445.1,214.75,13.11,1871.5
25-May-22,736.5,365.2,221,682.6,990,96,2159.25,1013.7,60,106.1,974.95,24.8,150,248.75,393.25,1190,448.9,991.95,1327.5,405,244,13.85,1434,656.7,272,1052.8,60.4,263,2098.25,365.3,340.9,411,153,287.75,1069,65.5,916,2632.35,2397.3,461.4,75.1,919.95,970,1003,2159.25,334,460.05,223,13.5,1964
24-May-22,755.2,364.05,221,671,953.05,97.2,2164,1031.5,60.5,108,975,26.5,157.1,242.9,404,1204.65,442.05,1018.15,1297.7,413.95,240,14.49,1470,662.8,273.2,1065,60.9,263.8,2190.15,368.9,343.2,405.25,157,275,1135,68.4,900.1,2624,2376.95,462,75,922.1,972.05,1034,2164,344,469,221.9,13.72,2000
23-May-22,773.9,366.9,217,675,960,99.9,2164.95,1021.25,59,107.5,978.6,26.5,159.05,247.5,399.9,1245.2,451,1034,1313,428,245,13.85,1458.5,667,282,1009.2,62.2,290,2185.2,382.3,369.85,405,161.25,280.25,1210.5,70,895,2630,2400,464.7,78.35,916,998,1110,2164.95,350.95,467.2,214.95,14.01,2025
20-May-22,746.5,369.2,217.9,664,935.05,98.45,2130,1039.8,59.5,106.15,935,25.95,152.7,239.95,397.5,1187.9,459.95,1021.9,1300,432,242.7,14.25,1452,670,276.55,950.4,61.3,286.6,2129.7,370,347.4,400.2,160.7,280.3,1185,68.5,860,2515,2282.55,455,82.7,885.8,992.7,1160,2130,345.7,461,219,13.75,1912.85
19-May-22,745.9,356.05,202.15,648.6,994.5,96.7,2150,1006,60.95,106.55,936.15,25.55,147,237.25,400,1116.8,452.55,1048,1285,419,243,13.99,1480,650,264.2,964,60.05,266.65,2099.65,356.9,340,390,160.8,275,1177,64.1,849,2470,2330,450.5,82.25,883,974,1150,2150,341.2,465,210.9,13.5,1861.75
18-May-22,754.9,373.85,215.3,656,988.85,102.3,2189.45,1025.6,60.85,108.85,942,25.4,156.45,242.5,410,1134.05,469,1085.1,1322,437,253.6,15.5,1524,694,266.9,935.7,63.05,275.05,2135.05,370.55,348.8,410.7,162.45,271,1083,61.85,854,2539,2302,468.4,86.95,892,1025,1194.3,2189.45,359.9,492.6,217.1,13.46,1923.7
17-May-22,726.6,368.7,210.4,645,926,100.75,2167.5,1011.3,59.95,106.6,930.1,25.75,150.65,236.25,398,1136.8,452.65,1062,1314,400.55,258,15.6,1494.8,659,255.9,968.9,63.9,283.35,2138,378.5,335,405,155.65,270.05,1046.7,59,860.1,2443,2335,458.7,82,882,977.5,1125,2167.5,342,470.45,214.95,12.83,2000
16-May-22,712.25,370,203,640,914.95,96.7,2138,1005.5,57.55,101.8,934,24.6,144,231.4,395,1137.2,455.05,1055,1297,397,257.5,15.5,1506.15,655.65,259.8,1000,61.55,254.35,2063.6,364.35,319,398.7,154.4,260,988,55.6,785.9,2432,2300,445.35,79.95,883.9,965.55,1121.9,2138,335.9,475.95,210,12.55,1897.85
13-May-22,728,378.5,196.9,658,940,97.75,2048.4,1030.05,57.95,101.2,920.6,23.8,134.55,242.05,390.5,1150,459.5,1077.75,1317,409.9,265.6,14.5,1520,625,257.3,945.1,62.1,243.95,2050,352,324.45,409.95,159.5,278.9,980,59.4,748.5,2432,2306,470,82.25,850.6,977,1130,2048.4,325.9,480.6,228.75,12.73,1909.5
12-May-22,763,359.9,199,669,911.85,100.15,2105,999,60.4,103.45,935,22.9,133.65,240.9,397,1119,454.2,1056.6,1328.9,418.9,262,16,1515,652.25,255,969.05,61.15,256.05,2071.5,354.8,330,410.4,159.9,274,929,58.2,770,2419,2314.9,472.15,83.2,854.85,969.45,1157.1,2105,330.8,467,214,12.75,1900.05
11-May-22,772,360,198.9,664,982.95,101.8,2135.65,1033.75,60.8,104,890,24.4,141,247.95,403.05,1201.8,468.2,1065,1354,423,272,15.94,1553,679.1,259.5,980,60,265.9,2129.3,354,337.95,411,154.4,283,1049.8,61,800,2478.7,2274.8,476,85.5,861.1,1019,1171.15,2135.65,342.15,479.4,223,13.01,1917.6
10-May-22,797.95,368.45,193.15,664.05,1002.05,102,2189,1048.9,63.75,105.9,934,25,142.9,249.7,412.6,1165,474.95,1075,1315,438,268.8,15.7,1561,690,260.7,1011,59.65,290.5,2097.65,366,339.95,439,160.1,271.6,1080,63.5,777,2499,2197.9,479.9,87.5,879.2,1032,1252,2189,343.15,482.3,216.5,12.92,1906
09-May-22,810,365,196.6,659.8,1071.9,104.75,2200,1078.95,65,105.75,935,26.3,148.3,255,412.9,1150,470.95,1048,1305,437,271,14.9,1530.4,696.5,266.75,1040,61.4,291.9,2126,356,344.85,449.2,165,277.9,1085,63,760.8,2575,2200,475.6,89.35,866,1036.25,1269.9,2200,360,480.5,218,13.1,1951
06-May-22,804,357.05,198.8,691,1086.15,104.2,2250,1098,65.7,104.95,934.05,27.9,150.4,252,418,1165,469.6,1060.9,1339.8,448,270,14.37,1543,711.5,259.6,1040,60,284,2182.5,355,349.65,444,163.55,282.5,1080,66.1,796.25,2640.75,2300,474,93.4,857,1010,1270,2250,364.45,492,212,13.35,1990.7
05-May-22,821.1,369.1,203,718,1097.1,109.95,2303.55,1149,68,107.6,960,28.95,155,260.45,425.95,1199.3,494.75,1056,1376,469,276.95,14.4,1558.45,729.85,261.45,1015,60.1,299.95,2254.85,378,340.1,460,164.05,279.1,951.15,65.4,819,2721,2213.15,488,96,909.5,1060,1282,2303.55,373,501.4,223,13.75,1984.45
04-May-22,857.6,378.25,202.85,736,1095,113.1,2351,1168.5,71.6,109.6,979,29.85,161.05,264.1,439,1224.1,488,1072.2,1403,486,273,14.31,1545,738,263.15,1037,60.5,288.55,2314.7,396.25,339.35,465,159.3,286.8,1118,69.3,856.5,2785,2247.15,494.7,97.65,920,1097.65,1330,2351,376,498.4,237.65,13.94,2027.65
02-May-22,856.7,371.85,204.5,724.7,1106.95,111.9,2425,1142.8,71.3,108.6,975,29,162.1,260.05,435.95,1190.8,492,1077.9,1363,479,270,14.49,1551,740,258.6,1034,61,296,2274.15,401,338.2,469.7,159.5,284,1092.8,63.8,812.5,2755.5,2271,494,96.1,928,1088,1255,2425,362.25,512.1,237.95,14.25,2011.55
29-Apr-22,896,384.15,206.45,769,1087.8,115.7,2515,1150,69,107.9,983.3,29.25,174.85,266.6,438.1,1215.5,494.6,1092.65,1379.9,491.05,284.95,15.9,1591.65,761,262.5,1054.95,62.9,296.9,2330.55,399.3,337.9,470,166.2,299.8,1117,67,835.6,2855,2285,507.5,97.85,920.35,1105,1265,2515,384.3,530,241.2,13.7,2027
28-Apr-22,900,389.2,215,777.6,1075,116.55,2525,1149.7,66.55,107.1,987,30.4,178.9,272.7,440,1245.75,491.05,1093,1375,499,282.55,16.05,1567.7,760.9,259,1063.5,62,291.65,2342,414,347.25,472.75,166.15,297,1125,66.8,875.6,2815,2294.85,499.7,98,913.7,1082.15,1260,2525,385.05,525,243.75,13.63,2040.9
27-Apr-22,913.95,386,202.9,768.4,1092.05,114.5,2540,1121.85,67.8,106.4,975,31,181.5,270.6,434,1231.4,485,1090,1360,486,290,16.47,1579.4,757.7,257,1053,63.5,285.2,2347.8,408,350.55,471,168,297.85,1041,65.15,880.05,2759.7,2250,500,97.5,908.2,1098.6,1228,2540,377.45,527.2,239.7,13.69,2023.05
26-Apr-22,869.7,383.6,195.9,790,1098,113,2480,1138.05,67.4,106.3,954,30.9,182.8,269.05,430,1230.2,486,1099,1374.8,496.5,290.95,16.03,1574.2,749,257.5,1046,62.05,290.05,2383.3,415.85,345.45,469.95,170.6,296.5,958,69.5,889.05,2708,2265.15,499.6,98.05,901.55,1134,1235,2480,376.05,535.4,251.85,13.8,2118.2
25-Apr-22,876.7,373,196.1,773.85,1090,110.1,2487,1145.9,69,108.95,960.05,30,189,277.95,445,1257.3,490.5,1101.75,1352.6,505,295.35,17.5,1575.7,749,258.8,1041.75,62.05,298,2492,409.9,350.2,470,170.1,290.75,977,68,885,2739.45,2346,496,100,923.3,1239,1251,2487,390,530,248.05,13.8,2045
22-Apr-22,854,376.1,202.9,797,1103.9,113.7,2520,1145.6,65.9,107.05,998.55,31.4,194,280.8,453,1291.1,500.1,1090,1358.75,529.45,300.3,17.1,1617,756,260.2,1045.7,63.95,276.95,2408.55,418.5,344,475,173.4,298.5,938.05,69.05,904.4,2765.05,2374.2,513.9,102.6,947.85,1246.8,1302.2,2520,408,535.45,250.2,13.95,2083.3
21-Apr-22,830.1,379.8,199,794,1099.9,114,2483.55,1164.95,63.7,105.6,1027.4,32,191.95,271,460.9,1340,494.05,1099,1364.9,545,302,16.35,1595.05,761,260.1,1055,64.2,275.7,2413.7,411.25,361.85,476.75,175.55,288.55,951.9,71,874,2759,2395.15,512.7,102.5,942,1325,1319.85,2483.55,399.95,542.9,249.85,14.07,2096
20-Apr-22,832.3,353,190,799,1072.25,114.05,2490.6,1144.2,64.15,105.05,1008.9,31.45,190.9,268,458.5,1317.05,489,1074,1355,542.2,297,16.49,1575,757.95,262.5,1030,63,280.35,2387.75,374.9,362.55,472.4,177.25,295,949,68.05,889.4,2655.75,2395,512.8,104.6,921,1287,1332.7,2490.6,366.4,535.7,250,13.78,2161.25
19-Apr-22,850,368,192.3,803,1145,115.65,2498,1136.2,65.35,104.85,1030,33.5,197,270,467.6,1300.6,496.25,1112.8,1385,548,287.5,16.85,1644,774,270.5,1041.9,65.4,282.4,2387.75,380,366.3,468.75,176.8,288.05,979,70.4,906,2554.1,2430.15,514.7,106.25,926,1328,1354,2498,367.2,542.1,256,14.12,2205
18-Apr-22,834.3,366.1,194.7,782,1145,119,2430,1158,66.15,105.5,1017,34.8,199,268,479.7,1318,496.15,1112,1440,546,290,16.35,1608,779.95,270,1060,65.5,281.65,2376.55,380,359.95,475,175.35,292,941,73.2,926,2530.25,2467,512.6,106.2,936,1273.4,1335,2430,384,550,257,14.52,2180
13-Apr-22,850.8,358.1,196.5,805,1150,121.3,2488,1158.4,66.55,105.85,1035.9,35.5,196.4,278.95,474.3,1230,500,1133.1,1492.9,545,292,16.35,1759.45,790.05,265.9,1040,64.25,281.45,2418.95,374.45,344,477,171.75,296.7,935,72.55,959,2577,2452,514.9,109.2,923,1330,1338.8,2488,382,560,239.5,14.73,2214.5
12-Apr-22,854.65,362.2,200.95,782.5,1144,120,2484,1168,67,106.95,1025,32.7,200.9,277.85,476.6,1225,505,1125,1483.9,570.55,302,16.4,1759,807,267.2,1024,65.2,285.55,2419.1,369,345.15,474.45,170.6,296.5,920,76,924,2588,2506.45,513.95,109,923.9,1326.35,1355,2484,382,571.6,243.4,15,2250.05
11-Apr-22,840,338.9,203,790,1107,121,2509,1154.9,67,106.5,1010,32.2,205.85,269.25,483.8,1095.55,497.75,1165,1510,585,298.5,18.35,1818.95,790,268,1047.35,67,284.55,2550,360.8,341.2,466,171.2,298.45,974,76,860,2599,2499.7,514,111.2,920,1350.1,1370,2509,370.8,583.8,246.2,15.7,2278.7
08-Apr-22,822,328.45,199.8,794,1099.8,119.35,2480,1174.6,65.2,106.55,1036,32.5,193.9,272.15,478,1060,495.05,1180,1513,580.4,289.5,17.4,1823.7,790,258,1061.95,67.45,287.7,2435.35,361,334.55,457.6,168.9,298.6,850,77,871,2563,2480,518.5,110,942.75,1360,1357,2480,358.85,586,248.3,15.7,2231
07-Apr-22,851.9,319,201,772,1100,120,2517,1159.95,65.8,104.05,1031.25,33,193.55,274.15,473.5,1086.3,499.2,1167,1543.75,582,292,16.45,1825,793.75,259,1051,66.25,279.5,2464.3,350.35,342.05,452.5,170.95,304.95,765,81.95,846,2599.5,2457.95,511.8,111.4,936,1268.7,1374,2517,369.2,593.55,248.55,15.3,2254.8
06-Apr-22,854,316.8,200,775.5,1105,115.65,2554,1139,64.75,104.35,1018.4,33,192.9,277.25,471,1075.35,494,1193,1599,585.75,280,15.35,1853.1,815,259,1079.95,63.75,292.8,2438.65,375,331.6,462.8,171,302,706,77.5,830.4,2588.65,2435.7,507.05,105,930,1249,1352,2554,348,598.95,253,13.01,2273
05-Apr-22,840,313,197,778,1109.5,116.75,2535,1114.95,65,104.7,1032.4,34.5,194.55,277.65,460.5,1084.35,476,1191.45,1671,595,280.5,15.85,1886,838,255.8,1020,65.2,287.05,2457,361.4,331,464,170,293.8,926,69.8,856,2655,2430,513.5,106.8,929,1241,1351.8,2535,347.05,605.5,249.45,13.25,2225.4
04-Apr-22,788,306.45,198,785,1087,115.75,2530,1100,63.95,104.5,1019,33.5,195.25,284.15,450.5,1149,479.8,1181.5,1562.3,573.8,277.1,15.85,1895.2,802,253.4,1020,61.8,289.75,2563,350,343.5,473.7,167.3,289,922,67.05,849.1,2657,2361,510,103.2,907,1248.6,1317.1,2530,343,605,248.5,12.68,2085.3
01-Apr-22,774.1,301,192.45,761,1079,112.7,2538,1061.9,59.5,101.9,1025.4,33.2,190.85,290,445,1014.5,470,1163.35,1474,569,270.2,13.57,1894,784,249.55,1017.9,61.2,279.85,2214.7,349.95,296.6,467.2,164,284.5,956.1,66,851.9,2641.3,2370,492.3,98.65,919.8,1228.1,1310.2,2538,317,591.6,239.6,12.3,2012
31-Mar-22,771,303,189,763.9,1090,113.2,2517,1047.75,59.95,100.55,1033,34.9,193.2,281.5,450,1023.2,461,1169.05,1478,595.7,268.55,13.65,1908,790,249.5,999,60.05,279.5,2229.2,344,287.2,449,161.8,279,987,64.6,832,2673,2360,495.4,98.4,919,1162,1307.95,2517,313.1,601,240.2,12.17,2074.9
30-Mar-22,769.8,302,192,744.4,1090,112.2,2559,1045,58.55,101.5,1040.5,34.3,193.95,270.1,452.75,1020,455,1170.05,1465,623,269.1,13.92,1907,774,254.75,986,60.4,274.05,2199.5,361.75,296.05,452,162.9,286.5,970,63.8,759,2637.9,2305.6,500.2,98.8,920,1155.2,1335,2559,308,605,233.2,12.65,2150.05
29-Mar-22,741,294.55,189.5,741,1062,112,2560,993.35,60.5,101,1019,36,195.2,272,446.55,1025,462,1169.25,1440,630,268.5,13.7,1872.9,766,257,959,59.05,289.5,2223.35,342,272,450.55,175,285,795.55,63.15,727.45,2637,2287.1,499.1,100.55,905.95,1180.3,1341.1,2560,303.2,601.6,237.95,12.59,2131.05
28-Mar-22,750,298.5,188.1,723.8,1039.8,108.7,2530,1002.2,61.25,103,1016.1,34.95,184,274.1,456.5,1055,475,1180,1432.15,620.1,272.25,13.38,1873.8,773,254,981,59.05,281.65,2253.25,335.2,290,459.15,175.3,290,866.7,65,754.15,2611,2271.15,492,101.95,906.8,1166.75,1337,2530,316,607.3,229.9,12.73,2160
25-Mar-22,740,300,187,727,1061.6,106.5,2625,1007.25,61,104,1031,32.5,183.85,281.9,466,1101.1,484,1198.95,1448,620,279.9,13.82,1887,778,255.75,1013.15,60.1,287.15,2303.65,332.7,285.9,466.5,177.7,288,889.7,63.95,769.65,2577.9,2303.55,491.3,104.6,915,1171,1354,2625,322.95,611.4,225.15,12.81,2128.1
24-Mar-22,738.6,299.2,187.1,720,1060.15,105.95,2699,997.15,62.15,104.85,1015,33.8,183.9,265,450,1070.8,492,1174,1466,610,283,13.99,1853,766,251.95,1035,60,293.9,2285.8,332.55,291.35,462.95,179.3,295.95,897.45,64.7,774.9,2515,2300,485.5,102.7,889.85,1187,1330,2699,326.45,611.4,224.8,12.81,2177.85
23-Mar-22,747.2,301.15,189.85,733.15,1057,107.65,2717,990.4,61.7,105,1042.6,34.35,187,261.45,453,1099,490.7,1185.2,1502,600,284.15,14.13,1896.15,774.35,251.3,1039.05,61.1,300.55,2369.3,330,296.95,458.7,176.4,295.7,915,63.95,775.3,2526.2,2340.85,498,100.9,914,1143.1,1322.5,2717,324.85,614,229.9,12.9,2220.6
22-Mar-22,728.2,301.95,187.1,725,1018.05,106.4,2717,977.95,63.95,105.3,1048.7,32.75,190,255.3,456,1066.1,491.05,1175,1485,599,275.9,14.77,1854.7,773,244.7,1059,60.75,291.2,2391.4,337,299.95,470.65,176.95,288.05,917,65,735.05,2463.7,2337.35,490.6,99.7,914.45,1145,1315,2717,338,603.5,228.9,13,2212.05
21-Mar-22,742,307.95,193,744,1062,108,2732.3,995,61.8,106.95,1057,29.75,177.9,259.55,445,1037.4,506,1204.45,1487,579,278.7,14.66,1876,776.8,246.2,1092.95,61.1,286.45,2432.8,332.7,296.7,479.95,171.95,296.95,831,66.05,711,2452,2379.75,502.3,99.2,915,1160,1318,2732.3,336,605.95,230.95,13.12,2249.4
17-Mar-22,729.35,315,189.7,735,1025.05,109.2,2612,988.2,61.45,106.25,1058.9,29.5,165,257.85,447.55,1029.25,499,1214,1474.65,574.4,279,15.2,1922.6,775,244.8,1022,60.9,285.9,2463.95,355,288.95,452.6,166.35,299.95,1071,65.15,701,2438,2365.15,497.95,98.5,894,1195.25,1270.05,2612,335.9,603.35,231.4,12.89,2206.3
16-Mar-22,723.1,301,186,705.5,1013,107.1,2579,993.35,60.95,107,1079,27.9,167.4,255.55,450,1026.5,500,1190,1450,569.6,277,15.18,1873,768,239.15,1015,60.25,282.5,2434,353.9,265.05,457.5,166,299,1125,67,695,2387.95,2361.95,492.5,96.4,900,1137.8,1245.9,2579,324,596,230.3,12.78,2160.9
15-Mar-22,730.1,294.5,185.1,713.5,1014,107.7,2560,998.35,61.1,108.2,1048.4,27.65,163.15,257.95,452,1037.4,509,1207.15,1445,580,282.5,16.1,1893,757,239,982.35,60,278.3,2478.05,357.95,247.05,454,168,299,1125,65.75,714.9,2431.8,2360.5,489.5,99.5,889.85,1159,1294,2560,337.5,604,231.7,12.76,2114.85
14-Mar-22,728.95,294,184.1,692.25,1026.2,105.1,2483,999.95,63.05,109.1,1043,28.5,170,261.8,454,1043,502.05,1192,1411,586.8,297,15.03,1827,744.7,237,970.85,61,285.15,2484.45,351.85,239.95,451,174.4,295,858,68,701.05,2394,2400,470.4,100.95,905.45,1146.7,1307.75,2483,319.5,587.3,229,12.76,2084.95
11-Mar-22,731.45,292.8,184.75,691.3,1010,101.9,2475,984.9,62,109.15,987,29,169.8,256.6,445.4,1017.25,512.85,1182,1390,594.45,277.3,15.07,1814,755,230.35,984,61.7,283,2400,353,217.6,450.85,172.35,290,813.5,68.8,700.05,2372,2344.8,467.4,99.25,877.65,1159,1312.5,2475,305.8,586.2,224.8,12.87,2055.2
10-Mar-22,726,297,188,705,1115,101.8,2517.6,998.2,62.9,109.3,984.9,27.95,176.9,266.85,449,1019.6,524.8,1196,1426.3,585,275.05,14.8,1838,764.8,231.3,938.7,63.75,287.5,2499.95,366.15,218.2,458,170,292,816,70.5,692,2415,2387.8,468.7,98.8,872,1191.9,1263.7,2517.6,299.95,596.8,226.65,12.87,2022.6
09-Mar-22,699.9,285.25,175.7,675.5,1122,97.95,2405.45,1011,61.95,108.9,974,26.5,169,257.3,439.85,994.9,513,1189.9,1334.4,596,275,13.95,1794,735,228,919.05,59.8,271.35,2370.05,349.8,213.65,433,184.2,290,803.65,67.05,676.9,2249,2252.85,444.55,97,863.8,1140.35,1272.2,2405.45,301.35,590,217.05,12.8,1949.15
08-Mar-22,677.25,279.9,173.2,667,1114,93.55,2390,993.05,61,107.25,939.7,25.9,161.9,258.1,439.7,990,495.35,1155,1300,620,279,12.6,1715,718,224.35,902,58.8,282.55,2245.8,345,214.6,433,190.7,277.95,799,61,670.9,2205,2242.85,438,98.4,824,1140,1297,2390,296.2,572,217.15,12.66,1915.95
07-Mar-22,690,291,171,695.9,1050,98.7,2415.35,1020,60.05,108,914.95,25.75,156.6,259,417,988.9,498,1110,1320,587.8,285.5,12.3,1695,740,222.9,944,61.7,271.05,2212.2,359.95,213.55,434.9,168,272.5,815,60.95,682,2296,2230.05,447.75,97,825,1111,1278,2415.35,299.85,565,224.95,12.75,2002
04-Mar-22,700.2,285,178.85,725,1108,101,2570,1046.05,61.05,110.4,926,27.05,168.7,263,437,1010.45,500,1125,1362,606.45,282.5,13.27,1697,783,218,932,60.25,292.4,2319.85,369,213.5,446,170.7,280,834.9,66.4,720,2355,2364,463.5,101.5,817.7,1166,1303,2570,301,560.2,216.8,13.17,2002
03-Mar-22,714.9,310.75,185,758.9,1164.9,104.8,2629,1060,61.65,109.9,926,29.45,171.75,249.6,448,1031.5,517,1124,1384.5,612.05,272,13,1720,822,216.05,1050.5,59,294.85,2429.15,375,213.05,441.6,168.8,279.9,848,67.75,765,2411,2380,479.1,101.5,834.95,1187.05,1305,2629,307.1,563,223.95,13.1,2049
02-Mar-22,705,314,184.5,734,1122.15,106.2,2554,1045,60.1,108,920,27.25,168.4,248,443.1,993.05,519.85,1128,1385,577,267.8,12.8,1710,801,215.5,1081,59,292.95,2455.55,373.25,211.85,457.9,166.5,273.85,847,61.15,722.05,2349.1,2325,479.7,95.65,835,1183,1208,2554,300,556.25,214.05,13.16,2043.5
